Account,date,daily_pnl,num_trades,avg_trade_size_usd,wins,losses,Classification,win_rate,long_ratio,activity_segment,consistency_segment,size_segment
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,13,392.2353846153846,5,2,Neutral,0.7142857142857143,0.3333333333333333,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,54,415.7527777777778,20,0,Neutral,1.0,0.6538461538461539,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,22,303.90090909090907,6,2,Fear,0.75,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,13,378.7576923076923,11,0,Neutral,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,15,301.59066666666666,11,1,Greed,0.9166666666666666,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,18,343.53666666666663,2,3,Neutral,0.4,0.46153846153846156,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,7,369.9928571428572,5,2,Neutral,0.7142857142857143,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,29,543.7444827586207,11,1,Neutral,0.9166666666666666,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,190,512.5179473684211,70,14,Fear,0.8333333333333334,0.7676767676767676,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,28,603.3185714285713,3,12,Extreme Fear,0.2,0.15384615384615385,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,18,330.11833333333334,1,4,Extreme Fear,0.2,0.46153846153846156,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,71,514.1759154929578,26,4,Extreme Fear,0.8666666666666667,0.6585365853658537,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,27,617.1918518518519,12,6,Extreme Fear,0.6666666666666666,0.1111111111111111,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,21,1106.6938095238095,8,0,Fear,1.0,0.08333333333333333,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,33,591.2160606060606,12,4,Fear,0.75,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,32,502.8234375,7,0,Extreme Fear,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,21,550.0914285714285,6,0,Extreme Fear,1.0,0.25,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,12,742.9966666666666,6,2,Fear,0.75,0.3333333333333333,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,62,463.668064516129,16,1,Fear,0.9411764705882353,0.5263157894736842,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,31,449.9274193548387,7,0,Fear,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,8,827.6537500000001,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,16,734.3568750000001,0,0,Extreme Fear,0.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,32,504.60375,4,2,Extreme Fear,0.6666666666666666,0.6,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,7,738.5457142857142,3,0,Fear,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,9,364.46555555555557,2,1,Neutral,0.6666666666666666,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,36,837.4561111111111,30,1,Neutral,0.967741935483871,0.4,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,7,569.8328571428572,2,3,Fear,0.4,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,3,705.3433333333334,0,1,Fear,0.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,12,485.3908333333334,2,5,Fear,0.2857142857142857,0.2,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,20,769.2385,14,3,Neutral,0.8235294117647058,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,6,494.46000000000004,2,0,Fear,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,11,340.78363636363633,0,11,Fear,0.0,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,2,374.475,0,0,Fear,0.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,25,545.196,10,4,Neutral,0.7142857142857143,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,3,377.80999999999995,1,2,Neutral,0.3333333333333333,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,3,749.9666666666667,1,0,Neutral,1.0,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,3,250.07333333333335,0,0,Fear,0.0,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,16,471.555,5,0,Fear,1.0,0.9090909090909091,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,19,247.43947368421055,6,12,Fear,0.3333333333333333,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,4,405.9275,3,0,Fear,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,14,635.2357142857143,2,0,Fear,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2,874.78,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,25,586.6572,10,1,Fear,0.9090909090909091,0.2857142857142857,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,15,661.3813333333333,4,3,Fear,0.5714285714285714,0.5,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,48,569.6545833333333,7,20,Extreme Fear,0.25925925925925924,0.6666666666666666,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,42,700.9559523809525,11,20,Extreme Fear,0.3548387096774194,0.3333333333333333,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,56,638.1583928571429,26,20,Extreme Fear,0.5652173913043478,0.3,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,21,520.317619047619,8,1,Fear,0.8888888888888888,0.8,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,28,378.8592857142857,17,2,Fear,0.8947368421052632,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,41,550.1919512195121,24,3,Fear,0.8888888888888888,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,26,601.84,10,0,Neutral,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,7,377.75428571428574,5,0,Fear,1.0,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,11,768.989090909091,3,0,Fear,1.0,1.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,29,456.538275862069,15,0,Fear,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,2,375.075,2,0,Fear,1.0,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,21,580.8100000000001,11,1,Fear,0.9166666666666666,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,12,249.97833333333332,5,3,Fear,0.625,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,14,343.8335714285714,1,3,Neutral,0.25,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,45,336.54622222222224,16,1,Greed,0.9411764705882353,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,24,396.0429166666667,6,2,Greed,0.75,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,7,392.83714285714285,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,18,288.9161111111111,4,0,Greed,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,13,370.71153846153845,9,3,Greed,0.75,,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,9,360.80111111111114,8,0,Neutral,1.0,0.0,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,7,356.9714285714286,1,0,Greed,1.0,0.16666666666666666,Frequent,Inconsistent,Small Size
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,7,299.0128571428572,1,0,Neutral,1.0,0.0,Frequent,Inconsistent,Small Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,1,24979.8,0,0,Extreme Greed,0.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,89,5090.390786516854,36,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,238,9628.82474789916,99,9,Greed,0.9166666666666666,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,18,7190.583333333333,9,0,Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,38,6536.572105263158,25,0,Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,139,5040.074460431654,0,0,Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,96,7755.243541666667,56,0,Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,27,4195.841481481481,27,0,Neutral,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,390,830.1821794871795,390,0,Greed,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,23,6845.160434782609,0,0,Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,4,42850.549999999996,4,0,Extreme Greed,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,30,3916.7593333333334,20,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,43,2596.646976744186,0,36,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,13,1538.4553846153844,0,0,Neutral,0.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,41,5876.914634146341,7,0,Neutral,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,215,5634.781581395349,114,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551238,50,8442.721599999999,50,0,Extreme Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,12,8378.118333333334,4,0,Extreme Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186495,89,14857.899887640451,72,0,Extreme Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,19,10522.962631578948,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,155,5549.306774193548,0,0,Extreme Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,15,9685.342,5,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,57,1755.7517543859651,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,114,5590.744561403509,1,0,Extreme Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,84,3216.501666666667,0,0,Extreme Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,15,4349.66,0,0,Neutral,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,195,3233.520923076923,151,0,Neutral,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,17,1470.5794117647058,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,53,1308.6299999999999,53,0,Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,76,3986.6614473684212,26,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,185,6360.884432432433,185,0,Neutral,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,50,12797.315200000001,50,0,Neutral,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,140,4924.3603571428575,85,0,Neutral,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,23,15232.22,3,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,21,12161.259047619047,21,0,Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,47,9463.05744680851,26,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,16,37473.885625,10,0,Fear,1.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,60,16666.611,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,51,8264.040980392158,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,102,5175.765784313725,102,0,Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,103,5508.490970873787,0,0,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,189,7781.819788359788,40,0,Extreme Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,3,52275.0,1,0,Extreme Fear,1.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,290,17935.84644827586,137,6,Extreme Fear,0.958041958041958,0.9591836734693877,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,222,26118.342432432433,80,0,Fear,1.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,74,24390.13621621622,74,0,Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,68,16878.26676470588,0,0,Fear,0.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,76,26925.528815789472,56,0,Fear,1.0,0.2,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,51,3354.117450980392,0,0,Fear,0.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,1,166444.0,1,0,Fear,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,6,28273.666666666668,0,6,Fear,0.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,23,30543.59565217391,0,22,Fear,0.0,1.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,6,15215.498333333335,1,0,Neutral,1.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,121,6709.732727272728,30,36,Greed,0.45454545454545453,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,23,4407.6721739130435,22,0,Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,3,63142.666666666664,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,41,6897.073170731707,41,0,Greed,1.0,,Frequent,Inconsistent,Large Size
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,5,75258.0,4,0,Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,7,857.2571428571428,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,1,6066.28,1,0,Extreme Greed,1.0,,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,8,3292.47625,1,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,6,4537.276666666667,1,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,14,6218.810714285714,4,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,12,2833.491666666667,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,4,2266.8775,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,1,9744.18,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,7,8159.4742857142855,6,0,Extreme Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,7,3426.62,1,0,Extreme Greed,1.0,0.8333333333333334,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,27,3224.6703703703706,12,0,Extreme Greed,1.0,0.6,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,3,6671.296666666666,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,15,5794.291333333333,6,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,13,3070.2276923076925,10,0,Extreme Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,29,4654.808275862069,2,0,Extreme Greed,1.0,0.8518518518518519,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,37,6072.016756756757,12,0,Extreme Greed,1.0,0.12,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,32,2999.6165625,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,10,17253.157,7,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,16,4263.979375,4,0,Extreme Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,23,2173.397391304348,0,0,Extreme Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0.0,28,5827.370357142857,0,0,Extreme Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,3,19021.280000000002,0,0,Extreme Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5207.443414,41,8578.926097560974,36,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,389.743164,16,4775.06,2,0,Extreme Greed,1.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,0.0,21,7138.52761904762,0,0,Extreme Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,0.0,18,8677.150000000001,0,0,Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,-36565.98544,64,9199.4678125,3,38,Greed,0.07317073170731707,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,0.0,3,16671.31666666667,0,0,Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,1946.4454620000001,35,9635.940571428573,27,0,Greed,1.0,0.625,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0.0,2,5999.795,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0.0,9,5332.623333333333,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,759.2148159999999,54,3567.7494444444446,31,0,Greed,1.0,0.8260869565217391,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,279.185907,20,7063.762,6,1,Greed,0.8571428571428571,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,0.0,6,11496.523333333333,0,0,Greed,0.0,1.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,4281.488139,27,5713.498888888889,19,0,Greed,1.0,0.0,Frequent,Inconsistent,Large Size
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0.0,8,3374.92625,0,0,Greed,0.0,0.0,Frequent,Inconsistent,Large Size
